Time (s),q1_values_deg,q2_values_deg,q3_values_mm
2.05,-67.54983812786247,132.34664656650278,-6.078534573089081e-05
2.06,-67.72582937842817,132.61775910809914,-6.223515582896997e-05
2.07,-67.89977138300627,132.8857367121325,-6.364839047958543e-05
2.08,-68.07160784486666,133.15058974820647,-6.502301771343344e-05
2.09,-68.24128125313254,133.41232844002033,-6.635700556121065e-05
2.1,-68.40873288879284,133.6709628655727,-6.764832205361331e-05
2.11,-68.57390283154798,133.92650295667337,-6.88949352213381e-05
2.12,-68.73672996751594,134.1789584977535,-7.009481309508127e-05
2.13,-68.89715199782678,134.42833912396597,-7.124592370553941e-05
2.14,-69.0551054481323,134.6746543185661,-7.234623508340889e-05
2.15,-69.2105256790579,134.9179134095646,-7.339371525938626e-05
2.16,-69.36334689762369,135.158125565644,-7.438633226416788e-05
2.17,-69.51350216966053,135.39529979133076,-7.532205412845027e-05
2.18,-69.66092343324794,135.62944492141406,-7.619884888292984e-05
2.19,-69.80554151319963,135.86056961460565,-7.701468455830307e-05
2.2,-69.94728613662232,136.0886823464321,-7.776752918526642e-05
2.21,-70.08608594957427,136.31379140135417,-7.845535079451634e-05
2.22,-70.22186853484848,136.53590486410656,-7.907611741674926e-05
2.23,-70.35456043090717,136.75503061025393,-7.96277970826617e-05
2.24,-70.48408715199227,136.97117629595743,-8.010835782295002e-05
2.25,-70.61037320943872,137.18434934694915,-8.051576766831077e-05
2.2600000000000002,-70.73334213421589,137.39455694671054,-8.084799464944032e-05
2.27,-70.85291650072365,137.60180602385407,-8.110300679703518e-05
2.2800000000000002,-70.9690179518695,137.80610323870562,-8.127877214179182e-05
2.29,-71.08156722545323,138.00745496908857,-8.137325871440665e-05
2.3000000000000003,-71.190484181887,138.2058672953105,-8.138443454557616e-05
2.31,-71.29568783327758,138.40134598435412,-8.13102676659968e-05
2.32,-71.39709637389961,138.59389647327632,-8.114872610636495e-05
2.33,-71.49462721208826,138.7835238518196,-8.089777789737718e-05
2.34,-71.5881970035809,138.97023284424253,-8.055539106972988e-05
2.35,-71.67772168633745,139.15402779037507,-8.011953365411952e-05
2.36,-71.7631165168708,139.33491262590948,-7.958817368124255e-05
2.37,-71.84429610811831,139.51289086193552,-7.895927918179543e-05
2.38,-71.92117446888736,139.68796556373258,-7.823081818647463e-05
2.39,-71.99366504490746,139.86013932883185,-7.740075872597658e-05
2.4,-72.06168076152387,140.0294142643645,-7.646706883099774e-05
2.41,-72.12513406806677,140.19579196371137,-7.54277165322346e-05
2.42,-72.18393698393241,140.3592734824745,-7.42806698603835e-05
2.43,-72.23800114641222,140.5198593137901,-7.302389684614108e-05
2.44,-72.28723786030743,140.67754936300614,-7.165536552020363e-05
2.45,-72.33155814936674,140.83234292174845,-7.017304391326772e-05
2.46,-72.37087280958568,140.98423864140298,-6.857490005602972e-05
2.47,-72.40509246440624,141.13323450604184,-6.685890197918618e-05
2.48,-72.4341276218558,141.279327804825,-6.502301771343339e-05
2.49,-72.45788873366439,141.42251510390983,-6.306521528946804e-05
2.5,-72.47628625639919,141.56279221790493,-6.098346273798643e-05
2.5100000000000002,-72.48923071465445,141.70015418090483,-5.877572808968496e-05
2.52,-72.49663276633486,141.83459521714641,-5.6439979375260286e-05
2.5300000000000002,-72.4984032700685,141.96610871132938,-5.397418462540864e-05
2.54,-72.4944533547851,142.09468717864505,-5.137631187082667e-05
2.5500000000000003,-72.484694491492,142.2203222345616,-4.864432914221059e-05
2.56,-72.46903856727974,142.3430045644153,-4.577620447025722e-05
