q1_values_deg,q2_values_deg,q3_values_mm
-1.5707963267948968,-6875.493541569878,0
-1.4925916348601422,-7388.9552601381265,0
43.53991513477568,-7602.3821196958215,0
88.50740836513987,-7388.9552601381265,0
-1.5707963267948968,-6875.493541569878,0
