Time (s),q1_values_deg,q2_values_deg,q3_values_mm,q1_dot_deg_per_s,q2_dot_deg_per_s,q3_dot_mm_per_s,q1_dotdot_deg_per_s2,q2_dotdot_deg_per_s2,q3_dotdot_mm_per_s2
0.32,7.870199214193798,81.94821968086953,0.0,32.102474290711044,-36.501272633529425,0.0,109.03946125675681,-141.7877225258124,0.0
0.33,8.196679252275697,81.57611349395629,0.0,33.174347572402226,-37.90709457687527,0.0,105.20608225134787,-139.2143360536835,0.0
0.34,8.533686165641843,81.19007778933202,0.0,34.206595935738,-39.285559354603095,0.0,101.12191704918061,-136.3175007397288,0.0
0.35000000000000003,8.880811170990457,80.79040230686422,0.0,35.19678591338584,-40.63344459166984,0.0,96.8016309858168,-133.09948949114414,0.0
0.36,9.23762188390956,80.37740889749863,0.0,36.14262855545434,-41.94754914442598,0.0,92.2594514469079,-129.5623143928637,0.0
0.37,9.603663742099544,79.9514513239757,0.0,37.041974942323996,-43.22469087952712,0.0,87.50914865114794,-125.70780375572355,0.0
0.38,9.97846138275604,79.51291507990808,0.0,37.892811528477296,-44.46170521954045,0.0,82.56402134699563,-121.53767853657627,0.0
0.39,10.36151997266909,79.0622172195849,0.0,38.69325536926391,-45.65544445025864,0.0,77.43688796822745,-117.0536284469037,0.0
0.4,10.752326490141318,78.59980619090291,0.0,39.441549287841845,-46.80277778847852,0.0,72.14008375786136,-112.25738817991271,0.0
0.41000000000000003,11.150350958425927,78.12616166381532,0.0,40.136057044421136,-47.900592213856896,0.0,66.68546432627487,-107.15081428873674,0.0
0.42,11.55504763102974,77.64179434662577,0.0,40.77525857436734,-48.94579407425326,0.0,61.08441606598625,-101.73596333913792,0.0
0.43,11.965856129913274,77.14724578233026,0.0,41.35774536574086,-49.935311480639655,0.0,55.34787380016688,-96.01517204114174,0.0
0.44,12.382202538344558,76.64308811701298,0.0,41.88221605037068,-50.86609751507609,0.0,49.48634599263535,-89.99114012535614,0.0
0.45,12.803500450920687,76.12992383202874,0.0,42.34747228559357,-51.73513428314678,0.0,43.50994779346955,-83.66701677065436,0.0
0.46,13.22915198405643,75.60838543135004,0.0,42.75241500624007,-52.53943785048918,0.0,37.42844214026597,-77.04649141494713,0.0
0.47000000000000003,13.658548751045489,75.07913507501895,0.0,43.09604112839889,-53.27606411144572,0.0,31.251289076550393,-70.1338897794912,0.0
0.48,14.091072806624407,74.54286414912113,0.0,43.37744078777108,-53.942115646079,0.0,24.98770338179135,-62.93427590549072,0.0
0.49,14.52609756680091,74.00029276209737,0.0,43.595795196034715,-54.534749629555535,0.0,18.646720537565287,-55.45356094245335,0.0
0.5,14.962988710545101,73.45216915653002,0.0,43.750375198522384,-55.05118686492807,0.0,12.237270972099523,-47.69861933098696,0.0
0.51,15.401105070771358,72.89926902479881,0.0,43.840540615476705,-55.488722016175274,0.0,5.7682624338628585,-39.677412887080266,0.0
0.52,15.839799522854635,72.34239471620651,0.0,43.86574044719964,-55.844735122669675,0.0,-0.7513297599714974,-31.39912311709736,0.0
0.53,16.27841987971535,71.78237432234542,0.0,43.825514020277275,-56.11670447851722,0.0,-7.312364978586672,-22.874291861079143,0.0
0.54,16.71630980326018,71.22006062663617,0.0,43.71949314762791,-56.30222095989126,0.0,-13.905432554079766,-14.11497008334095,0.0
0.55,17.15280974266791,70.6563299031476,0.0,43.54740536919568,-56.39900388018404,0.0,-20.5207407606256,-5.134874295329439,0.0
0.56,17.587257910644094,70.09208054903249,0.0,43.309078332415396,-56.40491844579785,0.0,-27.14800036393683,4.050450304156072,0.0
0.5700000000000001,18.018991309316217,69.52823153423164,0.0,43.00444536191694,-56.31799487410092,0.0,-33.77630381883101,13.423461337040976,0.0
0.58,18.447346817882433,68.96572065155047,0.0,42.633552256038776,-56.13644921905703,0.0,-40.39400142922922,22.96444728155933,0.0
0.59,18.871662354436992,68.4055025498505,0.0,42.19656533333236,-55.85870592846973,0.0,-46.98857604620521,32.65135448568657,0.0
0.6,19.29127812454908,67.84854653298108,0.0,41.69378073511467,-55.483422129343296,0.0,-53.54651816028344,42.45961621798244,0.0
0.61,19.705537969139286,67.29583410726363,0.0,41.12563497012669,-55.00951360411008,0.0,-60.053203539167654,52.36198746636944,0.0
0.62,20.113790823951614,66.74835626089887,0.0,40.49271666433132,-54.43618238001591,0.0,-66.49277587050584,62.32838986480971,0.0
0.63,20.515392302425912,66.20711045966331,0.0,39.79577945271657,-53.76294580681389,0.0,-72.84803717122479,72.32577178559296,0.0
0.64,20.909706413005946,65.6730973447626,0.0,39.03575592090682,-52.98966694430405,0.0,-79.1003490068487,82.31798925905309,0.0
0.65,21.29610742084405,65.14731712077723,0.0,38.2137724725796,-52.11658602163283,0.0,-85.22954781752468,92.26571393817551,0.0
0.66,21.673981862457538,64.63076562432994,0.0,37.33116496455633,-51.14435266554054,0.0,-91.21387784000845,102.12637475969899,0.0
0.67,22.042730720135175,64.12443006746642,0.0,36.38949491577943,-50.07405852643885,0.0,-97.02994522977626,111.8541402271589,0.0
0.68,22.401771760773126,63.62928445380116,0.0,35.390566059960804,-48.90726986099736,0.0,-102.65269699872626,121.3999483000272,0.0
0.6900000000000001,22.75054204133439,63.14628467024647,0.0,34.336440975804905,-47.6460595604383,0.0,-108.05542825532477,130.71159065194848,0.0
0.7000000000000001,23.088500580289224,62.676363262592396,0.0,33.22945749485431,-46.29303804795839,0.0,-113.20982095963217,139.73385753224932,0.0
0.71,23.415131191231477,62.220423909287305,0.0,32.07224455661226,-44.85138240979332,0.0,-118.08601694299092,148.40874855703845,0.0
